LineId,Content,EventId,EventTemplate,Dataset
1231,BuildActDeviceEntry exit,E177,BuildActDeviceEntry exit,Mac
1232,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://tools.google.com/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },E150,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: <*>> { URL: <*> },Mac
1233,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,E148,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,Mac
1234,"CCFile::copyFile fileName is [2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_11,39,38.739976]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml",E183,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",Mac
1235,CGXDisplayDidWakeNotification [723587602857832]: posting kCGSDisplayDidWake,E185,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,Mac
1236,button report: 0x8002bdf,E178,button report: <*>,Mac
1237,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E219,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Mac
1238,en0: BSSID changed to 88:75:56:a0:95:ed,E193,en0: BSSID changed to <*>,Mac
1239,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E155,AppleCamIn::systemWakeCall - messageType = <*>,Mac
1240,"CCFile::copyFile fileName is [2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-05_14,04,19.222771]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt",E183,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",Mac
1241,"ARPT: 724869.297011: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 4551,",E166,"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,",Mac
1242,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,E210,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,Mac
1243,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E203,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,Mac
1244,ARPT: 725218.810934: AirPort_Brcm43xx::powerChange: System Sleep,E160,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep,Mac
1245,KeychainGetICDPStatus: status: off,E205,KeychainGetICDPStatus: status: off,Mac
1246,CCFile::captureLog,E180,CCFile::captureLog,Mac
1247,Captive: CNPluginHandler en0: Inactive,E179,Captive: CNPluginHandler en0: Inactive,Mac
1248,CCFile::captureLog,E180,CCFile::captureLog,Mac
1249,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E155,AppleCamIn::systemWakeCall - messageType = <*>,Mac
1250,Sandbox: com.apple.Addres(36325) deny(1) network-outbound /private/var/run/mDNSResponder,E217,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Mac
1251,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",E202,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>-<*>-<*>-<*>-<*>-<*>"" )",Mac
1252,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0",E199,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",Mac
1253,[BluetoothHIDDeviceController] EventServiceConnectedCallback,E130,[BluetoothHIDDeviceController] EventServiceConnectedCallback,Mac
1254,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,E137,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,Mac
1255,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,E122,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>  ****,Mac
1256,AppleActuatorHIDEventDriver: stop,E153,AppleActuatorHIDEventDriver: stop,Mac
1257,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,E174,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>,Mac
1258,2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,E149,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher is exiting.,Mac
1259,hibernate_page_list_setall(preflight 1) start,E200,hibernate_page_list_setall(preflight <*>) start,Mac
1260,[IOBluetoothHostController::setConfigState] calling registerService,E135,[IOBluetoothHostController::setConfigState] calling registerService,Mac
1261,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E219,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Mac
1262,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-06_08,33,08.335034] - AuthFail:sts:5_rsn:0.xml",E192,doSaveChannels@<*>: Will write to: <*>,Mac
1263,"NETWORK: requery, 0, 0, 0, 0, 302, items, fQueryRetries, 0, fLastRetryTimestamp, 521048292.6",E209,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>.<*>",Mac
1264,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",E186,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",Mac
1265,the url = http://baike.baidu.com/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,E226,the url = <*>,Mac
1266,"en0: channel changed to 36,+1",E194,en0: channel changed to <*>,Mac
1267,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_12,03,00.133649]-CCIOReporter-028.xml, Current File [2017-07-06_12,03,00.133649]-CCIOReporter-028.xml",E181,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>",Mac
1268,[0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,E125,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,Mac
1269,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,E145,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,Mac
1270,tcp_connection_tls_session_error_callback_imp 2375 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,E225,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,Mac
1271,Received Capture Event,E214,Received Capture Event,Mac
1272,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",E220,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.<*>"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",Mac
1273,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E155,AppleCamIn::systemWakeCall - messageType = <*>,Mac
1274,AppleCamIn::handleWakeEvent_gated,E154,AppleCamIn::handleWakeEvent_gated,Mac
1275,ARPT: 740501.982555: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,E167,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,Mac
1276,ARPT: 740504.547655: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],E162,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],Mac
1277,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E219,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Mac
1278,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,E151,<*>-<*>-<*> <*>:<*>:<*>.<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,Mac
1279,2017/07/06 18:22:57.953 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,E143,<*>/<*>/<*> <*>:<*>:<*>.<*> | I | VoipWrapper  | DAVEngineImpl.cpp:<*>:Close             | close video chat. llFriendUIN = <*><*>.,Mac
1280,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),E133,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),Mac
1281,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 5880 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1282,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16680 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1283,ARPT: 744472.877165: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E158,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],Mac
1284,"ARPT: 744593.160590: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1529267953, Ack 4054195714, Win size 380",E172,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",Mac
1285,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,E203,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,Mac
1286,RTC: PowerByCalendarDate setting ignored,E215,RTC: PowerByCalendarDate setting ignored,Mac
1287,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,E197,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,Mac
1288,[com.apple.calendar.store.log.caldav.queue] [Account xpc_ben@163.com@https://caldav.163.com/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],E132,[com.apple.calendar.store.log.caldav.queue] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>],Mac
1289,"CCFile::copyFile fileName is [2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_00,52,54.449889]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml",E183,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",Mac
1290,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E155,AppleCamIn::systemWakeCall - messageType = <*>,Mac
1291,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E155,AppleCamIn::systemWakeCall - messageType = <*>,Mac
1292,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35733 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1293,AppleCamIn::wakeEventHandlerThread,E156,AppleCamIn::wakeEventHandlerThread,Mac
1294,com.apple.Addres(37725) deny network-outbound /private/var/run/mDNSResponder,E142,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,Mac
1295,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,E152,AirPort: Link Down on awdl0. Reason <*> (Unspecified).,Mac
1296,Thermal pressure state: 0 Memory pressure state: 0,E227,Thermal pressure state: <*> Memory pressure state: <*>,Mac
1297,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10028 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1298,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,E157,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,Mac
1299,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 9219 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1300,Unrecognized XSSimpleTypeDefinition: OneOff,E228,Unrecognized XSSimpleTypeDefinition: OneOff,Mac
1301,Error returned from iconservicesagent: (null),E195,Error returned from iconservicesagent: (null),Mac
1302,CCFile::captureLog,E180,CCFile::captureLog,Mac
1303,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-07_13,38,22.072050] - AssocFail:sts:2_rsn:0.xml",E192,doSaveChannels@<*>: Will write to: <*>,Mac
1304,ARPT: 770712.519828: framerdy 0x0 bmccmd 3 framecnt 1024,E164,ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>,Mac
1305,ARPT: 770802.879782: wlc_dump_aggfifo:,E173,ARPT: <*>.<*>: wlc_dump_aggfifo:,Mac
1306,ARPT: 770812.035971: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,E161,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,Mac
1307,AppleCamIn::handleWakeEvent_gated,E154,AppleCamIn::handleWakeEvent_gated,Mac
1308,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",E212,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",Mac
1309,############################## _getSysMsgList,E121,############################## _getSysMsgList,Mac
1310,[16:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E126,[<*>:<*>:<*>.<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Mac
1311,KeychainGetICDPStatus: status: off,E205,KeychainGetICDPStatus: status: off,Mac
1312,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),E133,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),Mac
1313,en0::IO80211Interface::postMessage bssid changed,E144,<*>::<*>::postMessage bssid changed,Mac
1314,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 441483 seconds.  Ignoring.",E188,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",Mac
1315,Error returned from iconservicesagent: (null),E195,Error returned from iconservicesagent: (null),Mac
1316,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail",E139,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-<*>.log>, it will probably fail",Mac
1317,"schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (31)>",E218,"schedule invalidation <DYTransport <*>, error: lost transport connection (<*>)>",Mac
1318,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E219,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Mac
1319,KeychainGetICDPStatus: keychain: -25300,E204,KeychainGetICDPStatus: keychain: <*>,Mac
1320,KeychainGetICDPStatus: keychain: -25300,E204,KeychainGetICDPStatus: keychain: <*>,Mac
1321,ARPT: 783795.288172: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,E161,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,Mac
1322,button report: 0x8002be0,E178,button report: <*>,Mac
1323,"ARPT: 783991.995027: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",E168,"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac
1324,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E182,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Mac
1325,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E203,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,Mac
1326,Wake reason: ARPT (Network),E230,Wake reason: ARPT (Network),Mac
1327,[HID] [MT] AppleActuatorHIDEventDriver::start entered,E134,[HID] [MT] AppleActuatorHIDEventDriver::start entered,Mac
1328,Captive: CNPluginHandler en0: Inactive,E179,Captive: CNPluginHandler en0: Inactive,Mac
1329,ARPT: 785104.988856: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],E162,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],Mac
1330,"setting hostname to ""calvisitor-10-105-162-124.calvisitor.1918.berkeley.edu""",E222,"setting hostname to ""<*>""",Mac
1331,hibernate image path: /var/vm/sleepimage,E198,hibernate image path: <*>,Mac
1332,"CCFile::copyFile fileName is [2017-07-08_05,55,23.694116]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-08_05,55,23.694116]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-08_05,56,40.163377]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-08_05,55,23.694116]-io80211Family-002.pcapng",E183,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>",Mac
1333,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],E131,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],Mac
1334,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,E145,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,Mac
1335,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E263,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",OpenStack
1336,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2777061",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1337,[instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] Took 19.05 seconds to spawn the instance on the hypervisor.,E245,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.,OpenStack
1338,[instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] Took 19.84 seconds to build instance.,E242,[instance: <*>] Took <*>.<*> seconds to build instance.,OpenStack
1339,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2603891",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1340,"10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010660",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1341,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E268,Unknown base file: <*>,OpenStack
1342,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.6686139",E256,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1343,"[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Total disk: 15 GB, used: 0.00 GB",E246,"[instance: <*>] Total disk: <*> GB, used: <*>.<*> GB",OpenStack
1344,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2643161",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1345,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2665739",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1346,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Started (Lifecycle Event),E252,[instance: <*>] VM Started (Lifecycle Event),OpenStack
1347,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2555740",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1348,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2335150",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1349,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2644901",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1350,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,E266,Running instance usage audit for host <*> from <*>-<*>-<*> <*>:<*>:<*> to <*>-<*>-<*> <*>:<*>:<*>. <*> instances.,OpenStack
1351,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Deletion of /var/lib/nova/instances/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4_del complete,E235,[instance: <*>] Deletion of <*> complete,OpenStack
1352,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total vcpu: 16 VCPU, used: 0.00 VCPU",E248,"[instance: <*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",OpenStack
1353,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Resumed (Lifecycle Event),E251,[instance: <*>] VM Resumed (Lifecycle Event),OpenStack
1354,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 19.37 seconds to spawn the instance on the hypervisor.,E245,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.,OpenStack
1355,"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010281",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1356,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E263,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",OpenStack
1357,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 0.45 seconds to deallocate network for instance.,E243,[instance: <*>] Took <*>.<*> seconds to deallocate network for instance.,OpenStack
1358,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1359,HTTP exception thrown: No instances found for any event,E261,HTTP exception thrown: No instances found for any event,OpenStack
1360,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E268,Unknown base file: <*>,OpenStack
1361,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2322080",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
1362,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E263,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",OpenStack
1363,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675440",E255,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
